,name,metacritic_review_count,metacritic_review_score,user_review_count,user_review_score,developer,publisher,platforms,genres,esrb,must_play
2133,Dance Dance Revolution Ultramix,Based on 24 Critic Reviews,82,,tbd,Developer:           Konami Computer Entertainment Hawaii,Publisher: Konami,['Xbox'],['Dancing'],Rated E                           for Everyone,0
2134,Endless Legend,Based on 37 Critic Reviews,82,Based on 565 User Ratings,8.0,Developer:           Amplitude Studios,Publisher: Amplitude Studios,['PC'],['4X Strategy'],,0
2135,Batbarian: Testament of the Primordials,Based on 8 Critic Reviews,82,Based on 15 User Ratings,8.3,Developer:           Unspeakable Pixels,Publisher: DANGEN Entertainment,"['PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']",['Action Adventure'],,0
2136,Death Stranding,Based on 122 Critic Reviews,82,"Based on 19,078 User Ratings",7.4,Developer:           Kojima Productions,Publisher: Sony Interactive Entertainment,"['PlayStation 4', 'PC']",['Open-World Action'],Rated M                           for Mature,0
2137,S.T.A.L.K.E.R.: Shadow of Chernobyl,Based on 44 Critic Reviews,82,"Based on 1,704 User Ratings",8.4,Developer:           GSC Game World,Publisher: THQ,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",['FPS'],Rated M                           for Mature,0
2138,Mega Man 9,Based on 32 Critic Reviews,82,Based on 35 User Ratings,7.4,Developer:           Inti Creates,Publisher: Capcom,"['Xbox 360', 'Wii', 'PlayStation 3']",['2D Platformer'],Rated E                           for Everyone,0
2139,Okamiden,Based on 48 Critic Reviews,82,Based on 79 User Ratings,8.2,Developer:           Capcom,Publisher: Capcom,['DS'],['Action Adventure'],Rated E +10                           for Everyone +10,0
2140,Space Invaders Extreme 2,Based on 38 Critic Reviews,82,Based on 10 User Ratings,7.4,Developer:           Taito Corporation,Publisher: Square Enix,['DS'],"[""Vertical Shoot-'Em-Up""]",Rated E                           for Everyone,0
2141,Hitman: Blood Money,Based on 53 Critic Reviews,82,Based on 221 User Ratings,8.5,Developer:           Io Interactive,Publisher: Eidos Interactive,"['PC', 'Xbox', 'PlayStation 2', 'Xbox 360']",['Action Adventure'],Rated M                           for Mature,0
2142,Brutal Legend,Based on 88 Critic Reviews,82,Based on 197 User Ratings,7.7,Developer:           Double Fine Productions,Publisher: EA Games,"['PlayStation 3', 'PC', 'Xbox 360']",['Open-World Action'],Rated M                           for Mature,0
2143,Creaks,Based on 19 Critic Reviews,82,Based on 94 User Ratings,8.0,Developer:           Amanita Design,Publisher: Amanita Design,"['PC', 'PlayStation 4', 'Xbox One', 'iOS (iPhone/iPad)', 'Nintendo Switch']",['Adventure'],,0
2144,Kero Blaster,Based on 14 Critic Reviews,82,Based on 46 User Ratings,7.3,Developer:           Studio Pixel,Publisher: Studio Pixel,"['PC', 'PlayStation 4', 'Nintendo Switch', 'iOS (iPhone/iPad)']",['2D Platformer'],,0
2145,Skullgirls: 2nd Encore,Based on 18 Critic Reviews,82,Based on 95 User Ratings,5.7,Developer:           Lab Zero Games,Publisher: Autumn Games,"['PlayStation Vita', 'PlayStation 4', 'PC', 'Nintendo Switch', 'Xbox One', 'Xbox Series X']",['2D Fighting'],Rated T                           for Teen,0
2146,Castle Crashers,Based on 49 Critic Reviews,82,Based on 300 User Ratings,8.4,Developer:           The Behemoth,Publisher: The Behemoth,"['Xbox 360', 'PlayStation 3', 'PC']","[""2D Beat-'Em-Up""]",Rated T                           for Teen,0
2147,Gunman Clive,Based on 10 Critic Reviews,82,Based on 107 User Ratings,7.8,Developer:           Horberg Productions,Publisher: Horberg Productions,"['3DS', 'iOS (iPhone/iPad)', 'PC']",['2D Platformer'],Rated E +10                           for Everyone +10,0
2148,VIDEOBALL,Based on 8 Critic Reviews,82,Based on 8 User Ratings,7.5,Developer:           Action Button Entertainment,Publisher: Midnight City,"['PC', 'PlayStation 4', 'Xbox One']",['Sports'],,0
2149,Gloomhaven,Based on 14 Critic Reviews,82,Based on 75 User Ratings,6.6,Developer:           Flaming Fowl Studios,Publisher: Asmodee,"['PC', 'PlayStation 5', 'Xbox Series X', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']",['Board'],,0
2150,The Vale: Shadow of the Crown,Based on 10 Critic Reviews,82,Based on 13 User Ratings,7.2,Developer:           Falling Squirrel,Publisher: Falling Squirrel,"['PC', 'Xbox One', 'Nintendo Switch', 'PlayStation 4']",['Action Adventure'],,0
2151,Vectronom,Based on 12 Critic Reviews,82,Based on 8 User Ratings,7.6,Developer:           Ludopium GmbH,Publisher: ARTE France,"['PC', 'Nintendo Switch', 'iOS (iPhone/iPad)']",['Action Puzzle'],Rated E                           for Everyone,0
2152,Magical Delicacy,Based on 12 Critic Reviews,82,Based on 14 User Ratings,5.6,Developer:           Skaule,Publisher: Whitethorn Digital,"['Xbox One', 'PC', 'Xbox Series X', 'Nintendo Switch']",['Metroidvania'],,0
2153,The Wolf Among Us: Episode 3 - A Crooked Mile,Based on 38 Critic Reviews,82,Based on 310 User Ratings,8.5,Developer:           Telltale Games,Publisher: Telltale Games,"['PC', 'PlayStation 3', 'iOS (iPhone/iPad)', 'Xbox 360']",['Point-and-Click'],Rated M                           for Mature,0
2154,The Chronicles of Riddick: Assault on Dark Athena,Based on 67 Critic Reviews,82,Based on 81 User Ratings,8.0,Developer:           Starbreeze,Publisher: Atari SA,"['PlayStation 3', 'Xbox 360', 'PC']",['FPS'],Rated M                           for Mature,0
2155,Astalon: Tears of the Earth,Based on 10 Critic Reviews,82,Based on 24 User Ratings,6.6,Developer:           LABS Works,Publisher: DANGEN Entertainment,"['Nintendo Switch', 'PlayStation 4', 'Xbox One', 'PC']",['Metroidvania'],Rated T                           for Teen,0
2156,Slime-san,Based on 11 Critic Reviews,82,Based on 47 User Ratings,8.1,Developer:           Fabraz,Publisher: Headup Games,"['PC', 'Nintendo Switch']",['Linear Action Adventure'],Rated E                           for Everyone,0
2157,Mortal Kombat 11,Based on 88 Critic Reviews,82,"Based on 2,381 User Ratings",4.1,Developer:           NetherRealm Studios,Publisher: Warner Bros. Interactive Entertainment,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",['2D Fighting'],Rated M                           for Mature,0
2158,Outer Wilds: Echoes of the Eye,Based on 11 Critic Reviews,82,Based on 140 User Ratings,8.9,"Developer:           Mobius Digital, LLC",Publisher: Annapurna Interactive,"['PC', 'Xbox One', 'Nintendo Switch', 'PlayStation 4']",['Open-World Action'],,0
2159,Pro Evolution Soccer 2013,Based on 37 Critic Reviews,82,Based on 244 User Ratings,7.5,Developer:           Konami,Publisher: Konami,"['PlayStation 3', 'Xbox 360', 'PC', 'Wii', 'PlayStation 2', 'PSP', '3DS']",['Soccer Sim'],Rated E                           for Everyone,0
2160,The Sims 4: Eco Lifestyle,Based on 11 Critic Reviews,82,Based on 29 User Ratings,3.6,Developer:           Maxis,Publisher: Electronic Arts,"['PlayStation 4', 'PC', 'Xbox One']",['Virtual Life'],Rated T                           for Teen,0
2161,X-Men Legends,Based on 63 Critic Reviews,82,Based on 20 User Ratings,7.4,Developer:           Raven Software,Publisher: Activision,"['PlayStation 2', 'Xbox', 'GameCube']",['Action RPG'],Rated T                           for Teen,0
2162,Tekken Advance,Based on 14 Critic Reviews,82,Based on 27 User Ratings,7.7,Developer:           Eighting/Raizing,Publisher: Namco,['Game Boy Advance'],['3D Fighting'],Rated T                           for Teen,0
2163,Airborne Assault: Red Devils Over Arnhem,Based on 8 Critic Reviews,82,Based on 6 User Ratings,7.3,Developer:           Panther Games,Publisher: Battlefront.com,['PC'],['Real-Time Strategy'],Rated E                           for Everyone,0
2164,Crazy Taxi 2,Based on 18 Critic Reviews,82,Based on 43 User Ratings,8.2,Developer:           Hitmaker,Publisher: Sega,['Dreamcast'],['Auto Racing'],Rated T                           for Teen,0
2165,Ogre Battle 64: Person of Lordly Caliber,Based on 10 Critic Reviews,82,Based on 62 User Ratings,8.0,Developer:           Quest,Publisher: Atlus,['Nintendo 64'],['Turn-Based Tactics'],Rated T                           for Teen,0
2166,Sega GT 2002,Based on 24 Critic Reviews,82,Based on 18 User Ratings,7.5,Developer:           Wow Entertainment,Publisher: Sega,['Xbox'],['Auto Racing Sim'],Rated E                           for Everyone,0
2167,Fallout Tactics: Brotherhood of Steel,Based on 25 Critic Reviews,82,Based on 272 User Ratings,7.6,Developer:           14 Degrees East,Publisher: Interplay,['PC'],['Action RPG'],Rated M                           for Mature,0
2168,Sonic Rush,Based on 43 Critic Reviews,82,Based on 230 User Ratings,8.2,Developer:           Dimps Corporation                  Sonic Team,Publisher: Sega,['DS'],['2D Platformer'],Rated E                           for Everyone,0
2169,Spyro Reignited Trilogy,Based on 83 Critic Reviews,82,Based on 998 User Ratings,8.3,Developer:           Toys for Bob,Publisher: Activision,"['PlayStation 4', 'Xbox One', 'Nintendo Switch', 'PC']",['Compilation'],Rated E +10                           for Everyone +10,0
2170,Thief: Deadly Shadows,Based on 61 Critic Reviews,82,Based on 16 User Ratings,7.1,Developer:           Ion Storm,Publisher: Eidos Interactive,"['PC', 'Xbox']",['Action Adventure'],Rated M                           for Mature,0
2171,Horace,Based on 22 Critic Reviews,82,Based on 51 User Ratings,7.7,Developer:           Paul Helman,Publisher: 505 Games,"['PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']",['Adventure'],Rated T                           for Teen,0
2172,Shadows Over Loathing,Based on 8 Critic Reviews,82,Based on 13 User Ratings,8.5,Developer:           Asymmetric Publications,Publisher: Asymmetric Publications,"['PC', 'Nintendo Switch', 'PlayStation 4', 'PlayStation 5']",['JRPG'],,0
2173,NHL Eastside Hockey Manager 2005,Based on 10 Critic Reviews,82,Based on 8 User Ratings,6.6,Developer:           Sports Interactive,Publisher: Sega,['PC'],['Hockey Sim'],,0
2174,Legend of Grimrock,Based on 51 Critic Reviews,82,Based on 737 User Ratings,8.1,Developer:           Almost Human,Publisher: Almost Human,"['PC', 'iOS (iPhone/iPad)', 'Nintendo Switch']",['RPG'],,0
2175,Borderlands Legendary Collection,Based on 37 Critic Reviews,82,Based on 89 User Ratings,8.1,Developer:           Turn Me Up Games,Publisher: 2K Games,"['Nintendo Switch', 'PlayStation 4', 'Xbox One']",['Compilation'],Rated M                           for Mature,0
2176,Archvale,Based on 8 Critic Reviews,82,Based on 29 User Ratings,7.2,Developer:           idoz & phops,Publisher: Humble Games,"['Nintendo Switch', 'PC', 'Xbox One']","[""Top-Down Shoot-'Em-Up""]",,0
2177,Animal Crossing: New Horizons - Happy Home Paradise,Based on 21 Critic Reviews,82,Based on 46 User Ratings,7.9,Developer:           Nintendo,Publisher: Nintendo,['Nintendo Switch'],['Virtual Life'],,0
2178,Devil May Cry 3: Special Edition,Based on 35 Critic Reviews,82,Based on 218 User Ratings,8.6,Developer:           Capcom,Publisher: Capcom,"['PC', 'PlayStation 2', 'Nintendo Switch']",['Linear Action Adventure'],Rated M                           for Mature,0
2179,Control,Based on 70 Critic Reviews,82,"Based on 2,914 User Ratings",7.3,Developer:           Remedy Entertainment,Publisher: 505 Games,"['PlayStation 4', 'PC', 'Xbox One']",['Action Adventure'],Rated M                           for Mature,0
2180,Little Nightmares II,Based on 70 Critic Reviews,82,Based on 679 User Ratings,8.3,Developer:           Tarsier Studios,Publisher: Bandai Namco Games,"['Nintendo Switch', 'PlayStation 4', 'PC', 'Xbox One', 'Xbox Series X', 'PlayStation 5']",['Linear Action Adventure'],Rated T                           for Teen,0
2181,College Hoops 2K6,Based on 17 Critic Reviews,82,,tbd,Developer:           2K Sports,Publisher: 2K Sports,"['PlayStation 2', 'Xbox', 'Xbox 360']",['Basketball Sim'],Rated E                           for Everyone,0
2182,Marvel vs. Capcom 2,Based on 39 Critic Reviews,82,Based on 46 User Ratings,8.7,Developer:           Backbone Entertainment,Publisher: Capcom,"['PlayStation 2', 'Dreamcast', 'Xbox', 'Xbox 360', 'PlayStation 3', 'iOS (iPhone/iPad)']",['2D Fighting'],Rated T                           for Teen,0
2183,Final Fantasy V Pixel Remaster,Based on 14 Critic Reviews,82,Based on 37 User Ratings,7.2,Developer:           TOSE,Publisher: Square Enix,"['PC', 'iOS (iPhone/iPad)', 'Nintendo Switch', 'PlayStation 4', 'Xbox Series X']",['JRPG'],,0
2184,Dominions 3: The Awakening,Based on 8 Critic Reviews,82,Based on 25 User Ratings,7.6,Developer:           Illwinter Design Group,Publisher: Shrapnel Games,['PC'],['Turn-Based Strategy'],,0
2185,We Were Here Expeditions: The FriendShip,Based on 8 Critic Reviews,82,Based on 45 User Ratings,7.9,Developer:           Total Mayhem Games,Publisher: Total Mayhem Games,"['PlayStation 5', 'PC', 'Xbox Series X', 'PlayStation 4', 'Xbox One']",['First-Person Adventure'],,0
2186,eFootball PES 2020,Based on 57 Critic Reviews,82,"Based on 1,058 User Ratings",7.5,Developer:           Konami,Publisher: Konami,"['Xbox One', 'PlayStation 4', 'PC', 'iOS (iPhone/iPad)']",['Soccer Sim'],Rated E                           for Everyone,0
2187,NyxQuest: Kindred Spirits,Based on 21 Critic Reviews,82,Based on 17 User Ratings,7.2,Developer:           Over the Top Games,Publisher: Over the Top Games,"['iOS (iPhone/iPad)', 'Wii', 'PC']",['2D Platformer'],Rated E                           for Everyone,0
2188,Dishonored: Death of the Outsider,Based on 49 Critic Reviews,82,Based on 332 User Ratings,7.2,Developer:           Arkane Studios,Publisher: Bethesda Softworks,"['PlayStation 4', 'PC', 'Xbox One']",['Action Adventure'],Rated M                           for Mature,0
2189,Prince of Persia Classic,Based on 25 Critic Reviews,82,Based on 14 User Ratings,7.6,Developer:           Gameloft,Publisher: Ubisoft,"['PlayStation 3', 'Xbox 360', 'iOS (iPhone/iPad)']",['Adventure'],Rated T                           for Teen,0
2190,Star Fox Adventures,Based on 39 Critic Reviews,82,Based on 199 User Ratings,7.9,Developer:           Rare Ltd.,Publisher: Nintendo,['GameCube'],['Action Adventure'],Rated T                           for Teen,0
2191,SteamWorld Dig,Based on 31 Critic Reviews,82,Based on 179 User Ratings,8.0,Developer:           Image & Form,Publisher: Image & Form,"['3DS', 'PC', 'PlayStation 4', 'PlayStation Vita', 'Wii U', 'Xbox One', 'Nintendo Switch']",['Metroidvania'],Rated E +10                           for Everyone +10,0
2192,Fallout 3: Broken Steel,Based on 34 Critic Reviews,82,Based on 94 User Ratings,7.9,Developer:           Bethesda Game Studios,Publisher: Bethesda Softworks,"['PlayStation 3', 'PC', 'Xbox 360']",['Western RPG'],Rated M                           for Mature,0
2193,Call of Duty 3,Based on 71 Critic Reviews,82,Based on 297 User Ratings,6.6,Developer:           Treyarch,Publisher: Activision,"['Xbox 360', 'Wii', 'PlayStation 3', 'Xbox', 'PlayStation 2', 'PSP']",['FPS'],Rated T                           for Teen,0
2194,This War of Mine: Final Cut,Based on 12 Critic Reviews,82,Based on 68 User Ratings,7.5,Developer:           11 bit studios,Publisher: 11 bit studios,"['PlayStation 5', 'Xbox Series X']",['Board'],Rated M                           for Mature,0
2195,Ib,Based on 11 Critic Reviews,82,Based on 19 User Ratings,8.0,Developer:           Kouri,Publisher: Playism,"['PC', 'Nintendo Switch', 'PlayStation 5', 'PlayStation 4']",['Adventure'],Rated T                           for Teen,0
2196,Nightmare Reaper,Based on 12 Critic Reviews,82,Based on 22 User Ratings,7.4,Developer:           Blazing Bit Games,Publisher: Blazing Bit Games,"['PC', 'Nintendo Switch', 'PlayStation 5', 'Xbox Series X', 'PlayStation 4', 'Xbox One']",['FPS'],,0
2197,Mario Kart Wii,Based on 73 Critic Reviews,82,"Based on 1,215 User Ratings",8.6,Developer:           Nintendo,Publisher: Nintendo,['Wii'],['Auto Racing'],Rated E                           for Everyone,0
2198,Remnant II: The Awakened King,Based on 10 Critic Reviews,82,Based on 40 User Ratings,7.1,Developer:           Gunfire Games,Publisher: Gearbox Publishing,"['PlayStation 5', 'PC', 'Xbox Series X']",['Third Person Shooter'],,0
2199,Split/Second,Based on 78 Critic Reviews,82,Based on 109 User Ratings,8.0,Developer:           Black Rock Studio,Publisher: Disney Interactive Studios,"['PC', 'iOS (iPhone/iPad)', 'PlayStation 3', 'PSP', 'Xbox 360']",['Auto Racing'],Rated E +10                           for Everyone +10,0
2200,Desktop Dungeons,Based on 12 Critic Reviews,82,Based on 72 User Ratings,7.8,Developer:           QCF Design,Publisher: QCF Design,"['PC', 'iOS (iPhone/iPad)']",['Roguelike'],,0
2201,Enter the Gungeon,Based on 33 Critic Reviews,82,Based on 290 User Ratings,7.8,Developer:           Dodge Roll,Publisher: Devolver Digital,"['Xbox One', 'PlayStation 4', 'PC', 'Nintendo Switch']","[""Top-Down Shoot-'Em-Up""]",Rated T                           for Teen,0
2202,Dragon's Crown,Based on 62 Critic Reviews,82,Based on 325 User Ratings,8.3,Developer:           Vanillaware,Publisher: Atlus,"['PlayStation Vita', 'PlayStation 3', 'PlayStation 4']",['Action RPG'],Rated T                           for Teen,0
2203,Sega Genesis Collection,Based on 28 Critic Reviews,82,Based on 12 User Ratings,8.2,Developer:           Digital Eclipse,Publisher: Sega,"['PlayStation 2', 'PSP']",['Compilation'],Rated T                           for Teen,0
2204,Crusader Kings II,Based on 31 Critic Reviews,82,"Based on 1,064 User Ratings",8.6,Developer:           Paradox Development Studio,Publisher: Paradox Interactive,['PC'],['Real-Time Strategy'],Rated T                           for Teen,0
2205,Battle Realms,Based on 16 Critic Reviews,82,Based on 63 User Ratings,8.6,Developer:           Liquid Entertainment,Publisher: Crave,['PC'],['Command RTS'],Rated T                           for Teen,0
2206,Warlords Battlecry,Based on 19 Critic Reviews,82,Based on 18 User Ratings,7.5,Developer:           Strategic Studies Group,Publisher: SSI,['PC'],['Strategy'],Rated T                           for Teen,0
2207,Tainted Grail: Conquest,Based on 10 Critic Reviews,82,Based on 36 User Ratings,7.4,Developer:           Awaken Realms,Publisher: Awaken Realms,"['PC', 'Xbox One', 'Xbox Series X']",['Card Battle'],,0
2208,Art Academy: Home Studio,Based on 9 Critic Reviews,82,Based on 26 User Ratings,8.0,Developer:           Headstrong Games,Publisher: Nintendo,['Wii U'],['Edutainment'],Rated E                           for Everyone,0
2209,Europa 1400: The Guild,Based on 14 Critic Reviews,82,Based on 30 User Ratings,8.2,Developer:           4Head Studios,Publisher: JoWooD Entertainment AG,['PC'],['Real-Time Strategy'],Rated T                           for Teen,0
2210,Shin Megami Tensei: Digital Devil Saga 2,Based on 38 Critic Reviews,82,Based on 119 User Ratings,8.7,Developer:           Atlus,Publisher: Atlus,['PlayStation 2'],['JRPG'],Rated M                           for Mature,0
2211,Sam & Max Episode 201: Ice Station Santa,Based on 32 Critic Reviews,82,Based on 18 User Ratings,7.9,Developer:           Telltale Games,Publisher: Telltale Games,"['iOS (iPhone/iPad)', 'PC', 'PlayStation 3']",['Point-and-Click'],Rated T                           for Teen,0
2212,Halo: Combat Evolved Anniversary,Based on 73 Critic Reviews,82,Based on 718 User Ratings,8.0,Developer:           343 Industries,Publisher: Microsoft Game Studios,"['Xbox 360', 'PC']",['FPS'],Rated M                           for Mature,0
2213,Child of Light,Based on 46 Critic Reviews,82,Based on 705 User Ratings,8.0,Developer:           Ubisoft Montreal,Publisher: Ubisoft,"['Xbox One', 'PC', 'PlayStation 4', 'PlayStation 3', 'Xbox 360', 'Wii U', 'PlayStation Vita', 'Nintendo Switch']",['RPG'],Rated E +10                           for Everyone +10,0
2214,SOCOM: U.S. Navy SEALs Fireteam Bravo,Based on 44 Critic Reviews,82,Based on 17 User Ratings,8.6,Developer:           Zipper Interactive,Publisher: SCEA,['PSP'],['Tactical Third Person Shooter'],Rated M                           for Mature,0
2215,Super Mario Party Jamboree,Based on 94 Critic Reviews,82,Based on 236 User Ratings,8.8,Developer:           Nd Cube,Publisher: Nintendo,['Nintendo Switch'],['Party'],Rated E                           for Everyone,0
2216,Roots of Pacha,Based on 7 Critic Reviews,82,Based on 19 User Ratings,7.8,Developer:           Soda Den,Publisher: Soda Den,"['PC', 'Xbox One', 'PlayStation 4', 'PlayStation 5', 'Nintendo Switch', 'Xbox Series X']",['Virtual Life'],,0
2217,Art Style: ORBIENT,Based on 11 Critic Reviews,82,,tbd,Developer:           Nintendo,Publisher: Nintendo,['Wii'],['Puzzle'],Rated E                           for Everyone,0
2218,Kingdom Hearts: Birth by Sleep,Based on 62 Critic Reviews,82,Based on 481 User Ratings,8.1,Developer:           Square Enix,Publisher: Square Enix,['PSP'],['Action RPG'],Rated E +10                           for Everyone +10,0
2219,The Last Guardian,Based on 118 Critic Reviews,82,"Based on 2,649 User Ratings",8.0,Developer:           SCE Japan Studio,Publisher: Sony Interactive Entertainment,['PlayStation 4'],['Linear Action Adventure'],Rated T                           for Teen,0
2220,Myst IV: Revelation,Based on 36 Critic Reviews,82,,tbd,Developer:           Ubisoft Montreal,Publisher: Ubisoft,"['PC', 'Xbox']",['First-Person Adventure'],Rated T                           for Teen,0
2221,Sonic & All-Stars Racing Transformed,Based on 38 Critic Reviews,82,Based on 206 User Ratings,8.4,Developer:           Sumo Digital,Publisher: Sega,"['Xbox 360', 'PlayStation Vita', 'PlayStation 3', '3DS', 'Wii U', 'PC', 'iOS (iPhone/iPad)']",['Auto Racing'],Rated E +10                           for Everyone +10,0
2222,Shin Megami Tensei: Nocturne,Based on 42 Critic Reviews,82,Based on 276 User Ratings,8.9,Developer:           Atlus,Publisher: Atlus,['PlayStation 2'],['JRPG'],Rated M                           for Mature,0
2223,Technobabylon,Based on 26 Critic Reviews,82,Based on 81 User Ratings,7.8,Developer:           Technocrat,Publisher: Wadjet Eye Games,"['PC', 'iOS (iPhone/iPad)']",['Point-and-Click'],,0
2224,World of Warcraft: Dragonflight,Based on 26 Critic Reviews,82,Based on 674 User Ratings,5.0,Developer:           Blizzard Entertainment,Publisher: Activision,['PC'],['MMORPG'],Rated T                           for Teen,0
2225,World of Warcraft: Mists of Pandaria,Based on 42 Critic Reviews,82,"Based on 1,544 User Ratings",5.2,Developer:           Blizzard Entertainment,Publisher: Blizzard Entertainment,['PC'],['MMORPG'],Rated T                           for Teen,0
2226,Splatoon 2: Octo Expansion,Based on 34 Critic Reviews,82,Based on 284 User Ratings,8.5,Developer:           Nintendo,Publisher: Nintendo,['Nintendo Switch'],['Third Person Shooter'],Rated E +10                           for Everyone +10,0
2227,Botany Manor,Based on 20 Critic Reviews,82,Based on 41 User Ratings,7.6,Developer:           Balloon Studios,Publisher: Whitethorn Digital,"['Nintendo Switch', 'PC', 'Xbox Series X', 'Xbox One', 'PlayStation 5', 'PlayStation 4']",['First-Person Adventure'],,0
2228,Harvest Moon: More Friends of Mineral Town,Based on 8 Critic Reviews,82,Based on 22 User Ratings,7.7,Developer:           TOSE,Publisher: Natsume,['Game Boy Advance'],['Tycoon'],Rated E                           for Everyone,0
2229,Need for Speed: Underground 2,Based on 39 Critic Reviews,82,Based on 373 User Ratings,8.7,Developer:           EA Canada,Publisher: Electronic Arts,"['Xbox', 'GameCube', 'PlayStation 2', 'Game Boy Advance', 'DS', 'PC']",['Auto Racing Sim'],Rated E                           for Everyone,0
2230,Recettear: An Item Shop's Tale,Based on 12 Critic Reviews,82,Based on 184 User Ratings,8.6,Developer:           EasyGameStation,Publisher: Carpe Fulgur,['PC'],['Virtual Life'],,0
2231,Filament,Based on 11 Critic Reviews,82,Based on 15 User Ratings,6.1,Developer:           Beard Envy,Publisher: Kasedo Games,"['PC', 'Nintendo Switch']",['Adventure'],,0
2232,ETHER One,Based on 20 Critic Reviews,82,Based on 57 User Ratings,6.5,Developer:           White Paper Games,Publisher: White Paper Games,"['PC', 'PlayStation 4']",['First-Person Adventure'],Rated E +10                           for Everyone +10,0
2233,Bloodstained: Curse of the Moon,Based on 11 Critic Reviews,82,Based on 182 User Ratings,8.1,Developer:           Inti Creates,Publisher: Inti Creates,"['PlayStation 4', 'PlayStation Vita', '3DS', 'Nintendo Switch', 'Xbox One', 'PC']",['2D Platformer'],Rated T                           for Teen,0
2234,SOLAS 128,Based on 9 Critic Reviews,82,,tbd,Developer:           Amicable Animal,Publisher: Armor Games,"['PC', 'Nintendo Switch']",['Puzzle'],Rated E                           for Everyone,0
2235,Lunistice,Based on 9 Critic Reviews,82,Based on 16 User Ratings,8.1,Developer:           A Grumpy Fox,Publisher: Deck 13,"['PC', 'Nintendo Switch']",['3D Platformer'],Rated E                           for Everyone,0
2236,Freedom Planet,Based on 16 Critic Reviews,82,Based on 37 User Ratings,8.4,Developer:           GalaxyTrail,Publisher: XSEED Games,"['PC', 'Wii U', 'PlayStation 4', 'Nintendo Switch']",['2D Platformer'],Rated E +10                           for Everyone +10,0
2237,The Vanishing of Ethan Carter,Based on 66 Critic Reviews,82,Based on 895 User Ratings,7.9,Developer:           The Astronauts,Publisher: The Astronauts,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']",['First-Person Adventure'],Rated M                           for Mature,0
2238,Flight Simulator X: Acceleration,Based on 15 Critic Reviews,82,Based on 19 User Ratings,7.6,Developer:           Microsoft Game Studios,Publisher: Microsoft Game Studios,['PC'],['Aircraft Sim'],Rated E +10                           for Everyone +10,0
2239,Blood (1997),Based on 7 Critic Reviews,82,Based on 154 User Ratings,8.8,Developer:           Monolith Productions,Publisher: GT Interactive,"['PlayStation', 'PC']",['FPS'],Rated M                           for Mature,0
2240,Etrian Odyssey II: Heroes of Lagaard,Based on 17 Critic Reviews,82,Based on 26 User Ratings,7.9,Developer:           Atlus,Publisher: Atlus,['DS'],['JRPG'],Rated E +10                           for Everyone +10,0
2241,UnMetal,Based on 7 Critic Reviews,82,Based on 43 User Ratings,8.3,Developer:           @unepic_fran,Publisher: @unepic_fran,"['PC', 'PlayStation Vita', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']",['Action Adventure'],,0
2242,Samurai Warriors 4 DX,Based on 7 Critic Reviews,82,,tbd,Developer:           Omega Force,Publisher: Koei Tecmo Games,"['PC', 'PlayStation 4', 'Nintendo Switch']","[""3D Beat-'Em-Up""]",Rated T                           for Teen,0
2243,The Legend of Heroes: Trails of Cold Steel III,Based on 30 Critic Reviews,82,Based on 206 User Ratings,8.3,Developer:           Falcom,Publisher: NIS America,"['PlayStation 4', 'Nintendo Switch', 'PC', 'PlayStation 5']",['JRPG'],Rated T                           for Teen,0
2244,Ys Origin,Based on 27 Critic Reviews,82,Based on 43 User Ratings,7.8,Developer:           Falcom,Publisher: DotEmu,"['PC', 'PlayStation 4', 'PlayStation Vita', 'Xbox One', 'Nintendo Switch']",['Action RPG'],Rated T                           for Teen,0
2245,Duelyst,Based on 15 Critic Reviews,82,Based on 61 User Ratings,7.7,Developer:           Counterplay Games,Publisher: Counterplay Games,['PC'],['Turn-Based Strategy'],,0
2246,Command & Conquer: Red Alert 3,Based on 55 Critic Reviews,82,Based on 477 User Ratings,7.1,Developer:           EA LA,Publisher: Electronic Arts,"['PlayStation 3', 'PC', 'Xbox 360']",['Real-Time Strategy'],Rated T                           for Teen,0
2247,Syberia,Based on 26 Critic Reviews,82,Based on 408 User Ratings,8.4,Developer:           Microids,Publisher: The Adventure Company,"['DS', 'PC', 'PlayStation 2', 'Xbox', 'Xbox 360', 'PlayStation 3', 'iOS (iPhone/iPad)', 'Nintendo Switch']",['Third-Person Adventure'],Rated T                           for Teen,0
2248,The Sims: Livin' Large,Based on 23 Critic Reviews,82,Based on 21 User Ratings,7.6,Developer:           Maxis,Publisher: EA Games,['PC'],['Virtual Life'],Rated T                           for Teen,0
2249,Links 2003,Based on 13 Critic Reviews,82,,tbd,Developer:           Microsoft Game Studios,Publisher: Microsoft Game Studios,['PC'],['Golf Sim'],Rated E                           for Everyone,0
2250,Virtual Pool 3,Based on 13 Critic Reviews,82,Based on 12 User Ratings,6.3,Developer:           Celeris,Publisher: Interplay,"['PC', 'PlayStation']",['Billiards'],Rated E                           for Everyone,0
